model_response_length,model_response_unique,model_response_(,model_response_),model_response_{,model_response_},model_response_[,model_response_],model_response_;,model_response_.,"model_response_,",model_response_:,model_response_<,model_response_>,model_response_+,model_response_-,model_response_*,model_response_/,model_response_%,model_response_&,model_response_|,model_response_!,model_response_^,model_response_~,model_response_#,model_response_\,model_response_@,model_response_nil,model_response_#include,model_response_import,model_response_java,model_response_<-,model_response_package,model_response_:=,prompt_length,prompt_unique,prompt_(,prompt_),prompt_{,prompt_},prompt_[,prompt_],prompt_;,prompt_.,"prompt_,",prompt_:,prompt_<,prompt_>,prompt_+,prompt_-,prompt_*,prompt_/,prompt_%,prompt_&,prompt_|,prompt_!,prompt_^,prompt_~,prompt_#,prompt_\,prompt_@,prompt_nil,prompt_#include,prompt_import,prompt_java,prompt_<-,prompt_package,prompt_:=,target
74,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,16133,412,173,172,43,43,47,47,0,187,127,184,0,14,0,16,2,5,0,0,1,1,0,0,1,0,0,0,0,12,0,0,0,6,0
56,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,1,0,2784,99,23,23,8,6,0,0,45,95,3,4,4,4,0,0,0,2,0,0,4,0,0,0,0,0,2,0,0,18,5,0,1,0,1
37,7,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,1,0,0,1,62,10489,500,192,192,53,49,27,27,6,248,219,85,4,4,26,40,13,67,42,30,4,20,0,0,0,16,0,9,0,1,0,0,1,62,0
66,7,5,5,1,1,0,0,1,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10621,308,337,337,217,215,57,57,140,148,322,84,24,17,26,9,15,38,4,16,2,5,5,0,8,0,0,0,8,0,0,0,0,0,0
40,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,0,1,0,12290,240,235,235,11,9,0,0,194,394,129,0,24,24,4,0,0,8,0,0,0,0,0,0,0,0,3,0,0,38,4,0,1,0,0
61,5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2121,73,55,55,16,14,0,0,31,7,25,77,0,0,1,2,1,10,0,12,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
72,3,3,3,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1469,68,19,19,8,3,3,3,15,6,12,26,10,13,0,4,1,18,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0
18,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1995,105,34,34,9,7,0,0,30,13,16,39,23,17,6,1,1,24,0,5,0,1,0,0,10,0,0,0,10,0,0,0,0,0,0
26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12752,301,211,211,26,26,11,11,1,93,214,129,0,0,0,189,31,0,0,3,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0
65,7,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,15,12462,250,362,363,126,126,3,3,2,417,85,39,0,2,0,0,64,16,28,39,4,14,0,0,0,0,0,4,0,0,0,0,0,15,1
56,4,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1,0,0,1,2,6442,208,81,81,42,40,6,6,0,158,75,39,0,0,0,1,7,33,0,14,0,3,0,0,0,0,0,34,0,1,0,0,1,2,1
2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,1,29,4100,171,48,48,32,30,4,4,13,95,56,43,1,0,0,5,12,34,0,32,0,18,0,0,0,0,0,19,0,1,0,0,1,29,0
35,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,1,0,1778,34,0,0,0,0,0,0,32,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,1,0,0
29,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1391,117,10,10,4,3,5,5,0,23,5,1,2,0,0,1,7,33,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,17593,521,246,246,186,184,42,42,45,223,93,124,119,159,3,28,20,78,0,40,16,18,0,0,0,0,2,0,0,6,0,0,0,0,0
53,2,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11822,341,31,30,31,28,32,32,6,62,143,90,82,90,0,7,10,55,0,1,10,3,0,0,0,0,2,0,0,9,0,0,0,0,0
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,727,64,10,10,7,5,0,0,0,6,0,0,0,0,0,0,1,2,0,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1
33,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2425,190,12,12,6,5,1,1,1,28,9,18,7,3,2,2,0,47,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
23,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1252,53,20,20,9,7,0,0,11,11,6,44,1,0,2,0,0,27,0,0,0,1,0,0,7,0,0,0,7,0,0,0,0,0,1
42,4,1,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3685,128,26,26,28,28,0,0,0,71,6,9,0,0,0,20,22,87,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0
80,5,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1643,72,37,36,5,5,3,3,0,56,5,4,0,0,1,4,4,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
46,5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5966,184,2,2,19,19,6,6,6,7,84,55,32,34,0,5,0,33,0,1,4,0,0,0,0,0,2,0,0,9,0,0,0,0,1
30,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1060,108,6,6,0,0,1,1,0,10,4,3,0,0,1,3,0,3,0,0,0,1,0,0,10,0,0,0,0,7,0,0,0,0,0
9,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1970,126,25,24,20,19,3,3,24,20,20,15,8,15,0,3,0,11,0,0,1,4,0,0,0,0,4,0,0,5,0,0,0,0,0
32,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,1,17,6692,448,83,83,48,46,31,31,3,141,81,39,5,10,12,34,7,93,5,24,22,15,0,0,0,5,0,10,0,1,0,0,1,17,0
68,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,11109,468,88,88,11,11,45,45,0,136,79,152,0,19,4,21,4,0,0,0,6,1,0,0,84,0,12,0,0,12,0,0,0,0,0
47,5,1,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2857,116,23,22,18,17,0,0,0,11,58,22,21,21,0,4,0,6,0,0,8,0,0,0,0,0,2,0,0,8,0,0,0,0,0
34,3,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,5,3030,225,26,26,22,21,10,10,1,81,25,34,0,1,2,13,4,91,1,7,2,6,0,0,0,0,0,2,0,2,0,0,1,5,1
22,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7892,265,4,4,19,19,30,30,6,41,97,64,50,52,0,8,17,47,0,2,6,1,0,0,0,0,3,0,0,9,0,0,0,0,0
50,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,10,0,1,0,5027,148,90,90,18,16,1,1,63,199,19,4,12,17,0,6,5,0,1,4,0,1,0,0,0,18,4,0,0,28,10,0,1,0,1
69,3,4,4,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4108,131,36,36,27,24,20,20,38,31,253,37,13,14,2,0,0,53,0,6,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0
38,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,17,0,1,0,8449,233,110,110,20,18,0,0,109,311,34,10,27,29,3,2,0,0,4,0,0,0,0,0,0,0,4,0,0,49,17,0,1,0,1
62,3,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,1,0,1949,59,10,10,4,0,0,0,25,113,2,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,19,2,0,1,0,0
42,7,1,1,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,2,1145,64,12,12,6,5,0,0,1,28,14,6,0,0,0,4,11,26,0,1,0,1,0,0,0,0,0,2,0,1,0,0,1,2,0
37,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1477,93,20,20,1,1,10,10,0,20,21,16,0,1,0,4,0,5,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3500,171,16,15,33,32,6,6,29,5,23,12,27,28,0,65,0,45,0,1,4,3,0,0,0,0,11,0,0,14,0,0,0,0,0
37,1,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1305,46,37,37,0,0,0,0,0,76,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
20,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2676,133,99,99,23,21,1,1,58,33,51,24,3,2,5,5,1,16,0,1,0,1,0,0,5,0,0,0,5,0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,43,0,0,6,5,0,0,0,0,21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,956,55,2,2,20,18,6,6,0,80,22,25,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,6738,223,20,20,4,4,14,13,0,86,120,15,0,0,0,73,0,19,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0
46,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,5658,139,102,102,13,11,0,0,84,171,11,11,0,0,0,9,0,18,0,0,0,0,0,0,0,0,9,0,0,15,0,0,1,0,0
36,5,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,14,11488,386,160,160,96,95,45,45,7,261,328,106,17,15,37,4,2,120,4,1,0,0,0,0,0,9,52,5,0,0,0,0,0,14,1
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,918,76,2,2,2,2,0,0,0,10,14,5,3,4,0,6,15,18,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0
48,3,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,11,0,1,0,13298,356,247,247,51,47,1,1,124,409,82,20,21,28,38,9,4,2,2,24,2,6,0,0,0,0,2,0,0,43,11,0,1,0,0
86,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1330,101,3,3,4,4,1,1,1,28,8,2,0,0,0,3,1,0,4,0,0,0,0,0,18,0,0,0,0,15,0,0,0,0,0
71,12,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6717,175,143,141,74,72,12,12,0,65,70,87,5,33,0,3,0,4,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0
79,2,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,8864,123,72,72,18,18,17,17,0,146,128,74,0,0,11,0,0,3,0,0,0,0,0,0,1,0,2,0,0,14,0,0,0,0,1
32,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1105,107,1,1,1,1,1,1,0,27,5,2,0,0,0,3,0,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1555,59,2,1,16,15,4,4,6,25,13,10,14,13,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1
10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2182,67,46,46,23,21,3,3,27,15,25,28,9,9,0,0,0,15,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0
30,2,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15856,434,0,0,85,84,202,202,409,0,29,329,99,99,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
31,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,8,0,1,0,4934,152,9,9,3,1,0,0,62,169,30,1,11,11,0,4,5,9,0,0,0,0,0,0,0,0,2,0,0,40,8,0,1,0,0
58,2,0,0,0,0,1,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6881,228,137,135,52,50,3,3,0,65,65,44,6,29,6,1,0,40,0,0,0,5,0,0,0,0,1,0,0,5,0,0,0,0,1
36,6,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4120,248,48,48,7,7,14,14,1,38,25,34,0,5,1,5,0,3,1,0,0,0,0,0,21,0,0,0,0,10,0,0,0,0,0
30,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1168,81,13,13,0,0,5,5,0,36,7,12,0,1,0,2,0,9,0,0,0,0,0,0,3,0,0,0,0,5,0,0,5,0,0
17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,8053,334,74,73,79,78,23,23,72,54,90,64,32,58,0,17,0,39,3,4,6,1,0,0,0,0,8,0,0,12,0,0,0,0,0
19,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,3,3,42,12026,625,201,202,108,106,30,30,14,366,185,76,8,8,16,14,22,88,4,18,16,16,0,0,0,2,0,14,0,0,0,3,3,42,0
34,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,4148,235,38,38,18,17,2,2,7,90,28,18,0,0,0,6,8,78,1,3,7,5,0,0,0,0,0,0,0,1,0,0,1,11,0
44,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2021,129,39,39,21,20,15,15,29,32,15,32,1,6,10,18,14,23,8,7,3,2,1,1,1,17,6,0,0,6,0,0,0,0,0
65,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,3,0,0,2,7,6678,377,35,35,18,16,18,18,2,122,23,35,0,2,0,8,0,199,0,5,0,4,0,0,1,0,0,7,0,3,0,0,2,7,0
24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,7123,347,51,50,34,34,13,13,3,93,70,67,6,13,0,8,2,2,4,0,0,0,0,0,34,0,3,0,0,15,0,0,0,0,0
46,7,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,1,0,0,1,14,7207,294,96,96,50,48,2,2,0,180,65,39,0,0,0,20,27,89,7,4,0,6,0,0,0,0,0,11,0,1,0,0,1,14,0
45,5,2,2,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2817,165,12,12,15,11,2,2,25,37,22,27,9,12,0,136,30,26,0,4,22,0,0,0,16,0,0,0,0,2,0,0,0,0,0
55,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,765,42,4,4,4,4,2,2,0,12,8,5,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1231,75,32,30,8,6,0,0,15,26,13,11,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
43,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3014,113,72,70,34,32,10,10,0,7,32,16,14,36,0,4,1,13,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,1
47,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2663,92,71,71,6,5,1,1,0,39,20,4,0,9,0,7,1,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9049,345,49,49,17,17,20,20,0,75,97,127,1,6,0,53,0,34,0,2,0,0,0,0,2,0,7,0,0,6,0,0,0,0,0
43,3,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5048,254,64,61,52,49,21,21,67,47,39,48,14,33,0,8,0,6,0,22,18,5,0,0,0,0,1,0,0,7,0,0,0,0,0
31,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2258,132,11,11,11,11,0,0,3,7,14,9,3,7,0,11,66,22,0,0,6,0,0,0,0,0,12,0,0,1,0,0,0,0,1
38,3,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,8,1376,60,12,12,9,6,1,1,0,42,4,8,0,0,0,4,4,27,0,5,0,5,0,0,0,0,0,5,0,1,0,0,1,8,0
17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6226,148,136,134,66,64,10,10,0,94,80,69,0,20,0,2,0,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1
79,6,1,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1268,88,5,5,0,0,1,1,0,21,7,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0
29,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6283,206,113,113,88,86,15,15,68,99,44,31,6,30,0,12,1,47,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0
79,4,4,4,3,3,0,0,1,0,3,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1275,88,12,12,6,4,0,0,13,10,6,30,8,6,0,5,1,27,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0
38,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17840,332,213,213,191,190,102,100,55,107,406,305,1,78,0,1,0,9,0,0,0,7,0,0,1,14,0,0,0,0,0,0,0,0,1
63,5,2,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,1,0,1414,48,5,5,4,2,0,0,21,73,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,15,1,0,1,0,0
27,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,29,12834,634,109,107,74,72,3,3,6,320,187,64,1,3,11,31,22,117,5,21,6,25,0,0,0,16,0,29,0,0,0,0,0,29,0
62,4,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,10868,482,80,80,21,21,40,39,1,133,80,78,2,10,2,13,17,3,1,0,7,0,0,0,15,0,9,0,0,17,0,0,0,0,1
22,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2242,101,24,24,20,18,0,0,29,14,14,58,16,16,1,0,1,28,6,2,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0
34,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15952,529,139,139,108,106,7,7,163,215,113,133,30,40,9,14,54,105,0,3,6,6,0,0,0,7,10,0,0,11,0,0,0,0,0
26,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3123,107,12,12,37,32,2,2,60,20,6,65,0,1,1,131,2,0,0,19,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1
73,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4560,129,59,59,14,14,9,9,0,47,57,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
30,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,38,9696,517,226,225,79,79,18,19,2,320,150,133,4,5,14,13,27,127,10,12,2,11,0,2,0,0,0,3,0,0,0,0,0,38,0
44,3,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,17824,570,127,126,28,28,93,93,0,154,200,150,1,16,6,21,21,0,0,0,5,0,0,0,24,6,1,0,0,12,0,0,0,2,1
32,3,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,1,0,0,1,12,8556,388,147,147,47,46,7,7,2,164,157,21,4,4,0,6,19,10,9,27,0,12,0,0,0,1,4,16,0,1,0,0,1,12,1
33,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,1,0,1846,55,5,5,4,0,0,0,26,128,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,5,0,1,0,1
26,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,1862,141,38,38,7,6,4,4,0,45,25,13,1,0,0,4,2,16,2,2,0,2,0,0,0,1,0,0,0,1,0,0,1,9,0
60,5,1,1,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,1,0,1824,57,10,10,3,1,0,0,25,105,7,0,2,2,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,17,4,0,1,0,0
38,2,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3123,144,38,38,17,14,0,0,30,14,46,41,28,32,0,7,0,47,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0
41,7,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,3,909,77,10,10,5,4,1,1,1,17,7,7,0,0,0,7,1,20,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,3,0
20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,907,64,5,5,1,1,2,2,0,11,10,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
24,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,1,0,1815,74,5,5,3,0,0,0,22,114,0,6,0,0,6,0,0,0,2,0,0,1,0,0,6,4,1,0,0,20,3,0,1,0,1
67,8,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1906,50,13,12,25,22,1,0,0,5,22,15,0,0,0,16,0,12,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,1
78,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2243,118,29,29,7,7,6,6,0,29,23,31,0,5,0,6,0,0,0,0,0,0,0,0,2,0,8,0,0,11,0,0,0,0,1
34,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,12,0,1,0,3485,72,2,2,3,2,0,0,59,304,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,57,12,0,1,0,0
